,Zip Code,Square Footage,List Price,Sold Price Per Foot,Sold Price,Sold Date
231,78727,1352,208500,157.54,213000,9/26/2014
232,78727,1721,235000,124.93,215000,8/4/2014
233,78727,1716,225000,127.04,218000,7/11/2014
234,78727,1361,218000,161.65,220000,6/28/2014
235,78727,1375,205000,163.64,225000,7/16/2014
236,78727,1769,239900,127.76,226000,11/25/2014
237,78727,1435,240000,157.87,226550,11/19/2014
238,78759,1282,237500,185.26,237500,10/7/2014
239,78727,1445,244900,164.71,238000,10/10/2014
240,78727,1696,238950,140.89,238950,7/28/2014
241,78759,1276,229950,187.7,239500,7/8/2014
242,78727,1454,229000,165.06,240000,7/3/2014
243,78727,1352,229900,178.25,241000,7/10/2014
244,78759,1439,250000,168.17,242000,11/7/2014
245,78759,1645,220000,148.94,245000,8/21/2014
246,78727,1653,249000,149.43,247000,12/31/2014
247,78727,1644,249500,151.46,249000,9/18/2014
248,78759,1163,250000,214.53,249500,7/31/2014
249,78727,1546,250000,161.71,250000,12/5/2014
250,78727,1566,239900,159.64,250000,10/15/2014
251,78759,1364,264900,186.22,254000,9/29/2014
252,78759,1637,279000,155.77,255000,8/28/2014
253,78727,1679,269000,152.17,255500,7/18/2014
254,78727,1418,255000,181.24,257000,8/5/2014
255,78759,1204,259800,215.78,259800,8/22/2014
256,78750,1314,259900,197.87,260000,9/22/2014
257,78727,1900,267000,136.84,260000,9/16/2014
258,78727,1622,275000,160.3,260000,9/30/2014
259,78727,1937,250000,136.81,265000,10/7/2014
260,78727,1802,269900,147.06,265000,9/25/2014
261,78727,1657,239900,159.93,265000,7/18/2014
262,78759,1571,255000,168.68,265000,6/13/2014
263,78727,2182,282500,123.28,269000,10/15/2014
264,78727,1664,259950,162.26,270000,11/20/2014
265,78759,1361,250000,198.38,270000,6/19/2014
266,78759,1623,275000,167.59,272000,11/24/2014
267,78759,1500,275000,181.33,272000,6/30/2014
268,78727,1830,279900,149.73,274000,7/25/2014
269,78727,1679,279000,163.79,275000,10/30/2014
270,78759,1570,275000,175.16,275000,8/21/2014
271,78727,1671,285000,164.57,275000,7/29/2014
272,78727,1751,258000,157.05,275000,6/27/2014
273,78759,1472,280000,187.84,276500,8/15/2014
274,78750,1728,285000,162.04,280000,9/18/2014
275,78727,1989,265000,140.77,280000,7/30/2014
276,78727,1564,250000,179.03,280000,7/14/2014
277,78759,1600,278000,175.0,280000,7/18/2014
278,78759,1282,269000,218.8,280500,8/1/2014
279,78759,1326,285000,213.42,283000,11/25/2014
280,78727,1753,292500,162.01,284000,9/5/2014
281,78759,1489,285000,191.4,285000,11/17/2014
282,78750,1697,285000,167.94,285000,7/25/2014
283,78727,1607,264900,177.35,285000,7/11/2014
284,78759,1147,279900,250.65,287500,12/19/2014
285,78727,1627,239950,177.63,289000,8/5/2014
286,78759,1546,285000,187.58,290000,10/8/2014
